accuracy	aimTime	alpha1	alpha2	alpha3	backwardSpeed	base_capture_points	base_defense_points	base_xp	battles	bigImage	big_image	caliber	class	damage	damage_blocked	damage_received	direct_hits	distance_traveled	dpm1	dpm2	dpm3	forwardSpeed	frags	gunDepression	gunElevation	hit_rate	hp	image	intraClipReload	isPrem	life_time	maxAmmo	name	nation	pen1	pen2	pen3	pen_rate	penetrations	player_winrate	player_wn8	potentialDamage	potential_damage_received	power	reload	shell1	shell2	shell3	shellVelocity1	shellVelocity2	shellVelocity3	shots_fired	sniper_damage	specificPower	spots	spotting_assist	survival	tank_id	tier	tracking_assist	traverseSpeed	turretTraverseDispersion	turretTraverseSpeed	vehicleMovementDispersion	vehicleRotationDispersion	viewRange	weight	winrate	winrate_differential	wn8	wnx
0.48	2	40	40	45	12	3.99	0.56	259	202	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F49_RenaultR35.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F49_RenaultR35.png	37	LT	421	288	230	15.42	900	923.0769230769231	923.0769230769231	1038.4615384615383	23	1.09	16	20	66.4	310	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F49_RenaultR35.png		False	267	200	R35	France	34	67	24	77.85	12	50.79	1533	8000	520	82	2.6	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	705	881	705	23.22	20	7.900568455535216	0.56	28	42.08	15937	2	4	34	0.16	24	0.3	0.3	300	10379	51.49	0.7	2125	2366
0.43	2.29	75	75		14	1.13	0.28	362	9031	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A62_Ram-II.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A62_Ram-II.png	57	MT	461	160	723	8.68	1101	1965.0655021834061	1965.0655021834061		38	0.62	7.5	20	59.85	800	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A62_Ram-II.png		True	249	110	Ram II	USA	105	170		72.33	6.28	47.71	949	8250	875	440	2.29	ARMOR_PIERCING	ARMOR_PIERCING_CR		821	1026		14.51	84	16.400164001640018	0.89	167	21.75	51745	5	14	37	0.08	38	0.25	0.25	330	26829	49.86	2.15	1053	995
0.38	2.2	360	360	460	12	0.73	0.13	549	57888	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A176_M103_110_CFE_R.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A176_M103_110_CFE_R.png	110	HT	1514	1004	1880	7.08	1183	2602.4096385542166	2602.4096385542166	3325.301204819277	34	0.67	8	15	74.01	1950	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A176_M103_110_CFE_R.png		True	281	55	Rambo	USA	258	320	53	63.02	4.46	50.14	1394	19800	2898	900	8.3	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1250	1050	1050	9.56	212	16.387771081046633	1	326	24.4	66849	9	53	27	0.1	26	0.22	0.22	390	54919	49.84	-0.3	1298	1295
0.38	2.5	360	360	440	17	0.6	0.16	577	71214	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A124_T54E2.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A124_T54E2.png	105	HT	1497	603	1431	6.56	1238	2117.6470588235297	2117.6470588235297	2588.2352941176473	45	0.79	10	20	74.26	1500	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A124_T54E2.png		True	276	42	Renegade	USA	226	255	53	68.21	4.48	50.04	1605	15120	2079	800	10.2	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1080	1380	1080	8.84	246	16.24728365726355	1.13	312	25.24	61985	8	54	35	0.1	34	0.15	0.15	400	49239	52.51	2.47	1581	1569
0.33	1.4	320	320	420	25	0.38	0.28	526	1566755	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G125_Spz_57_Rh.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G125_Spz_57_Rh.png	105	LT	1305	5	1673	5.34	1868	2400	2400	3150	75	0.64	10	15	75.38	1800	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G125_Spz_57_Rh.png		False	250	35	Rhm. Pzw.	Germany	242	280	120	73.97	3.95	52.55	1815	11200	1507	1100	8	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1200	900	700	7.08	389	44.534412955465584	3.24	1334	20.31	19985	10	59	54	0.08	44	0.1	0.1	420	24700	49.34	-3.21	1534	1766
0.4	2.7	750	750	950	12	0.67	0.2	424	739235	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G99_RhB_Waffentrager.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G99_RhB_Waffentrager.png	150	TD	1145	2	896	3.19	941	2250	2250	2850	35	0.75	5	15	60.52	1150	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G99_RhB_Waffentrager.png		False	327	30	Rhm.-B. WT	Germany	215	334	85	72.19	2.3	49.14	1121	22500	825	230	20	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	645	516	645	5.26	584	12.575177692728268	0.24	141	32.39	16657	8	35	45	0.16	18	0.22	0.22	360	18290	48.07	-1.07	1008	988
0.33	2	490	490	640	15	0.64	0.16	532	194341	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/italy-It15_Rinoceronte.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/italy-It15_Rinoceronte.png	127	HT	1915	702	1852	6.33	1256	1872.6114649681529	1872.6114649681529	2445.859872611465	40	0.76	10	15	80.55	2000	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It15_Rinoceronte.png	4	False	294	33	Rinoceronte	Italy	268	325	127	66.47	4.21	49.72	1310	16170	2551	700	15.7	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1452	925	756	7.86	347	15.75973163428417	0.79	327	26.89	2977	10	66	28	0.14	25	0.3	0.3	390	44417	48.39	-1.33	1363	1253
0.36	2	240	240	320	24	0.45	0.25	499	219562	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G103_RU_251.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G103_RU_251.png	90	LT	845	6	1468	4.6	1762	2057.142857142857	2057.142857142857	2742.8571428571427	70	0.54	10	18	72.02	1600	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G103_RU_251.png		False	251	41	Ru 251	Germany	215	250	102	74.51	3.43	51.16	1519	9840	1365	900	7	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1080	1145	755	6.39	222	35.678889990089196	3.05	1130	19.61	18449	9	32	58	0.08	44	0.12	0.12	410	25225	49.72	-1.44	1224	1345
0.37	2.2	180	180	300	20	0.71	0.34	461	14842	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl16_T34_85_Rudy.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl16_T34_85_Rudy.png	85	MT	840	123	719	6.33	1291	1800	1800	3000	54	0.85	7	22	65.58	810	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl16_T34_85_Rudy.png		True	262	56	Rudy Pl	Poland	144	194	44	77.85	4.93	49.58	1255	10080	841	500	6	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	950	1188	950	9.65	254	15.513496742165684	1.06	246	24.45	51345	6	32	42	0.12	46	0.22	0.22	365	32230	51.26	1.68	1472	1460
0.37	2.2	180	180	300	20	0.74	0.25	460	13132	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R117_T34_85_Rudy.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R117_T34_85_Rudy.png	85	MT	834	120	719	6.29	1306	1800	1800	3000	54	0.84	7	22	65.73	810	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R117_T34_85_Rudy.png		True	264	56	Rudy USSR	USSR	144	194	44	77.57	4.88	49.72	1239	10080	837	500	6	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	950	1188	950	9.57	248	15.513496742165684	1.07	249	24.5	59393	6	32	42	0.12	46	0.22	0.22	365	32230	51.38	1.66	1462	1439
0.83	6.3	900	1200	600	8	0.04	0.2	379	177137	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R15_S-51.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R15_S-51.png	203	SPG	678	11	224	1.89	304	1032.5047801147227	1376.6730401529637	688.3365200764819	30	0.49	1.5	58	26.97	350	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R15_S-51.png		False	345	12	S-51	USSR	52	65	258	8.2	0.15	48.75	1030	10800	257	600	52.3	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	ARMOR_PIERCING	425	455	510	7.01	636	12.13101496158512	0.02	14	37.58	1793	7	22	20	0.55	12	0.28	0.28	275	49460	49.05	0.3	677	561
0.33	2	400	400	515	12	0.56	0.15	562	455212	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB91_Super_Conqueror.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB91_Super_Conqueror.png	120	HT	1943	1282	2225	8.15	1167	2500	2500	3218.75	34.3	0.65	10	15	79.16	2300	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB91_Super_Conqueror.png		False	287	40	S. Conqueror	UK	259	326	120	62.32	5.08	50.26	1372	16000	3469	1120	9.6	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1067	1334	1067	10.29	252	14.602346805736635	0.87	353	25.72	15697	10	71	26	0.1	32	0.12	0.12	400	76700	48.82	-1.44	1360	1273
0.4	2.7	240	240	320	12	1.03	0.39	278	22479	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F33_S_35CA.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F33_S_35CA.png	90	TD	552	67	392	4.09	883	1714.2857142857142	1714.2857142857142	2285.7142857142853	37	0.74	9	22	54.89	500	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F33_S_35CA.png		False	299	80	S35 CA	France	135	175	45	79.67	3.26	48.67	1009	19200	463	290	8.4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	800	1000	800	7.46	249	14.631685166498487	0.33	90	31.37	10049	5	23	35	0.2	26	0.24	0.24	340	19820	49.29	0.62	1081	1054
0.43	2.3	110	110	175	16	1.05	0.05	247	938	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F70_SARL42.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F70_SARL42.png	75	MT	431	71	484	6.99	946	1222.2222222222222	1222.2222222222222	1944.4444444444443	40	0.64	10	18	63.41	540	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F70_SARL42.png		False	241	45	SARL 42	France	100	129	38	77.02	5.39	49.22	1123	4950	559	230	5.4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	735	919	735	11.03	80	10.560146923783288	0.7	94	22.28	14913	4	15	28	0.12	32	0.2	0.2	330	21780	49.36	0.14	1401	1251
0.53	2.3	410	350		12	0.9	0.28	204	27785	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F32_Somua_Sau_40.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F32_Somua_Sau_40.png	105	TD	369	40	371	3.75	770	2894.1176470588234	2470.5882352941176		37	0.63	10	30	54.86	430	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F32_Somua_Sau_40.png		False	241	45	SAu 40	France	53	104		70.06	2.63	47.95	915	18450	421	350	8.5	HIGH_EXPLOSIVE	HOLLOW_CHARGE		670	536		6.84	139	14.245014245014245	0.37	59	22.78	9793	4	20	38	0.08	44	0.24	0.24	330	24570	48.08	0.13	912	936
0.4	1.7	390	390	480	20	0.46	0.32	528	519957	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F128_SFAC_105.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F128_SFAC_105.png	105	TD	1679	6	894	5.91	1303	2228.5714285714284	2228.5714285714284	2742.857142857143	55	1.12	8	60	66.33	1100	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F128_SFAC_105.png		True	321	40	SFAC 105	France	270	320	53	80.67	4.77	52.75	1785	15600	885	480	10.5	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1415	940	940	8.91	928	19.41354903943377	0.41	194	32.17	65601	8	46	35	0.15	22	0.27	0.27	360	24725	51.2	-1.55	1625	1796
0.42	2.7	320	320	420	10	1.19	0.26	439	114898	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/italy-It26_CC_56.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/italy-It26_CC_56.png	105	TD	882	614	1006	4.86	1051	1799.8687376941589	1799.8687376941589	2362.327718223584	31	0.7	10	20	67.6	1200	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It26_CC_56.png	7.001166861143524	False	305	42	SMV CC-56	Italy	175	212	53	67.64	3.29	48.8	1072	13440	1599	650	18	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	903	1186	827	7.19	199	13.763896241397564	0.57	193	31.32	4513	7	33	25	0.14	20	0.28	0.1	350	47225	51.03	2.23	1129	1186
0.42	2.4	400	400	515	16	0.91	0.16	452	185503	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/italy-It31_CC_67_B.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/italy-It31_CC_67_B.png	120	TD	1066	746	1151	4.71	1089	1846.0433807030665	1846.0433807030665	2376.780852655198	35	0.59	10	20	71.67	1300	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It31_CC_67_B.png	7.001166861143524	False	293	45	SMV CC-67	Italy	226	300	120	65.78	3.1	48.75	1101	18000	1939	700	25	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1075	902	902	6.58	242	14.943215780035864	0.62	214	25.54	4769	8	36	27	0.1	22	0.17	0.17	360	46844	46.89	-1.86	1037	1002
0.37	1.7	110	110	175	15	0.99	0.41	272	34387	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/italy-It28_Semovente_M41_Da_75_18.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/italy-It28_Semovente_M41_Da_75_18.png	75	TD	487	16	415	6.38	1008	2200	2200	3500	45	0.68	8	23	56.19	500	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It28_Semovente_M41_Da_75_18.png		False	278	65	SMV M41	Italy	127	175	70	73.19	4.67	48.47	969	7150	431	250	3	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	837	757	557	11.35	210	18.842327404280976	0.5	116	26.23	5793	5	22	42	0.1	26	0.23	0.23	350	13268	48.7	0.23	959	1040
0.36	2.2	220	220	270	22	0.63	0.26	451	110294	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G113_SP_I_C.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G113_SP_I_C.png	90	LT	682	0	896	4.29	1467	1760	1760	2160	58	0.63	10	15	68.88	1000	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G113_SP_I_C.png		False	242	40	SP I C	Germany	158	210	45	77.48	3.32	49.72	1308	8800	862	230	7.5	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	820	820	700	6.23	168	25.013594344752583	2.33	609	20.55	18961	7	27	64	0.1	44	0.16	0.16	390	9195	49.87	0.15	1356	1270
0.36	2	75	75	100	18	1.14	0.34	255	26067	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz11_V_8_H.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz11_V_8_H.png	47	MT	431	42	508	8.08	1009	1666.6666666666665	1666.6666666666665	2222.222222222222	45	0.69	10	25	63.95	570	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz11_V_8_H.png		False	224	90	ST vz. 39	Czech	97	132	24	74.67	6.03	47.42	925	6750	545	290	2.7	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	983	1189	660	12.63	76	17.42264944427756	0.89	109	21.87	881	4	17	40	0.1	30	0.22	0.22	340	16645	49.01	1.59	1469	1329
0.37	2.3	320	320	420	20	0.53	0.44	638	9877	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R194_ST_62_var_2.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R194_ST_62_var_2.png	100	MT	2490	600	1752	10.77	1708	2400	2400	3150	50	1.19	6	20	79.15	1950	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R194_ST_62_var_2.png	2	True	301	50	ST-62 Ver. 2	USSR	260	330	50	75.81	8.16	54.63	2114	16000	2308	700	8	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1320	950	950	13.6	686	18.56763925729443	1.22	584	31.75	35329	10	100	55	0.1	50	0.14	0.14	390	37700	56.43	1.8	2007	2067
0.37	1.9	300	300	400	16	0.72	0.21	478	9706	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R182_ST_66.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R182_ST_66.png	100	MT	1095	704	1171	5.62	1272	2195.121951219512	2195.121951219512	2926.829268292683	50	0.64	6	15	68.28	1300	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R182_ST_66.png		True	272	40	ST-66	USSR	217	290	50	68.7	3.86	49.74	1268	12000	1915	720	8.2	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1180	840	840	8.22	268	18.12460667086218	0.93	316	22.42	32513	8	40	40	0.1	35	0.22	0.22	370	39725	48.93	-0.81	1197	1113
0.42	3	440	440	530	13	1.12	0.12	533	104406	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R63_ST_I.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R63_ST_I.png	122	HT	1449	1265	1809	5.85	1130	2078.7401574803152	2078.7401574803152	2503.937007874016	40	0.63	8	16	75.12	2000	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R63_ST_I.png		False	304	40	ST-I	USSR	258	340	68	62.16	3.63	48.73	1110	17600	3113	790	12.7	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	940	920	940	7.78	137	13.014612609347457	0.73	297	28.62	10753	9	45	30	0.12	24	0.2	0.2	380	60701	48.7	-0.03	1214	1138
0.4	3	440	440	530	13	0.76	0.12	539	133974	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R169_ST_II.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R169_ST_II.png	122	HT	1721	1244	2341	7.14	1131	2357.1428571428573	2357.1428571428573	2839.2857142857147	40	0.65	8	20	77.21	2500	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R169_ST_II.png		False	303	40	ST-II	USSR	258	310	68	58.2	4.16	49.39	1192	17600	3588	840	11.2	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	940	920	940	9.25	195	12.174265920751326	0.66	337	28.22	22273	10	64	26	0.06	23	0.14	0.14	390	68998	47.19	-2.2	1146	1049
0.37	2.2	240	240	320	20	0.75	0.2	440	73012	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J13_STA_1.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J13_STA_1.png	90	MT	913	129	1412	5.52	1353	2215.3846153846152	2215.3846153846152	2953.8461538461534	45	0.58	10	13	64.16	1600	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J13_STA_1.png		False	288	50	STA-1	Japan	219	285	45	72.48	4	48.79	1167	12000	1551	650	6.5	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1080	914	914	8.6	273	19.22792486318592	0.75	320	24.15	2657	8	37	53	0.1	42	0.14	0.14	390	33805	47.66	-1.13	1048	911
0.35	1.9	240	240	320	23	0.67	0.26	483	17856	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J18_STA_2_3.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J18_STA_2_3.png	90	MT	974	147	1258	5.82	1448	1920	1920	2560	55	0.61	10	13	65.66	1420	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J18_STA_2_3.png		True	284	50	STA-2	Japan	212	275	45	72.88	4.24	49.58	1272	12000	1425	650	7.5	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1147	988	988	8.86	336	19.27353595255745	1.05	411	24.2	52065	8	40	44	0.1	44	0.16	0.16	400	33725	48.35	-1.23	1190	1048
0.37	2	360	360	440	25	0.4	0.23	543	442355	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J16_ST_B1.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J16_ST_B1.png	105	MT	1872	441	1793	7.98	1600	3042.253521126761	3042.253521126761	3718.30985915493	50	0.78	8	15	71.59	2000	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J16_ST_B1.png		False	287	50	STB-1	Japan	258	330	53	68.67	5.48	50.72	1491	18000	2177	950	7.1	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1185	950	950	11.15	521	25.606469002695416	1.12	500	25.6	3681	10	75	57	0.08	50	0.09	0.09	400	37100	49.67	-1.05	1449	1391
0.33	2.5	390	390	530	20	0.7	0.2	455	9174	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R146_STG.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R146_STG.png	122	MT	1072	214	1168	4.09	1349	1799.9999999999998	1799.9999999999998	2446.1538461538457	50	0.67	6	17	65.83	1350	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R146_STG.png		True	294	35	STG	USSR	212	248	61	73.24	3	48.96	1165	13650	1409	450	13	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	880	1000	880	6.22	350	16.230838593327324	0.79	327	26.01	47617	8	35	45	0.12	35	0.2	0.2	370	27725	48.46	-0.5	1212	1048
0.43	2.9	390	390	530	14	0.9	0.29	362	161569	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R17_SU-100.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R17_SU-100.png	122	TD	786	110	531	3.25	1061	1828.125	1828.125	2484.375	50	0.84	6	20	58.1	650	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R17_SU-100.png		False	297	36	SU-100	USSR	175	217	61	79.2	2.58	48.75	1063	14040	655	600	12.8	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	780	975	780	5.6	342	18.51851851851852	0.37	113	29.09	3585	6	26	38	0.12	44	0.23	0.23	320	32400	49.71	0.96	1276	1208
0.42	2.5	250	250	330	12	0.95	0.45	394	13924	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R225_SU_100i.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R225_SU_100i.png	100	TD	732	56	393	3.92	1008	1515.1515151515152	1515.1515151515152	2000	45	0.96	6	20	59.5	500	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R225_SU_100i.png		True	303	30	SU-100I	USSR	175	235	50	84.86	3.33	49.81	1266	7500	457	470	9.9	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	900	1125	900	6.59	354	15.798319327731093	0.51	118	31.75	66561	5	25	32	0.16	30	0.24	0.24	340	29750	52.56	2.75	1285	1625
0.41	2.3	250	250	330	16	1.03	0.24	422	61545	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R74_SU100M1.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R74_SU100M1.png	100	TD	879	476	769	5.07	1112	2112.6760563380285	2112.6760563380285	2788.7323943661977	54	0.69	4	20	63.71	900	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R74_SU100M1.png		False	293	44	SU-100M1	USSR	212	258	50	74.88	3.79	49.04	1085	11000	1243	520	7.1	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	880	1100	880	7.95	282	16.390858944050432	0.63	184	27.46	10241	7	32	25	0.1	26	0.14	0.14	350	31725	49.84	0.8	1107	1130
0.38	2.9	440	510	580	12	0.64	0.21	395	75209	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R49_SU100Y.png	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R49_SU100Y.png	130	TD	801	108	634	2.59	886	1650	1912.5	2175	35	0.84	5	15	58.81	780	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R49_SU100Y.png		True	292	30	SU-100Y	USSR	196	171	65	80.04	2.07	48.97	1118	13200	757	890	16	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	870	870	870	4.4	412	13.966261278932915	0.32	96	29.26	54785	6	24	30	0.2	26	0.23	0.23	350	63725	50.15	1.18	1265	1171
