accuracy	aimTime	alpha1	alpha2	alpha3	backwardSpeed	bigImage	caliber	class	dpm1	dpm2	dpm3	forwardSpeed	gunDepression	gunElevation	hp	image	intraClipReload	isPrem	maxAmmo	name	nation	pen1	pen2	pen3	potentialDamage	power	reload	shell1	shell2	shell3	shellVelocity1	shellVelocity2	shellVelocity3	specificPower	tank_id	tier	traverseSpeed	turretTraverseDispersion	turretTraverseSpeed	vehicleMovementDispersion	vehicleRotationDispersion	viewRange	weight
0.38	1.4	390	390	500	50	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F108_Panhard_EBR_105.png	105	LT	1950	1950	2500	70	7	15	1400	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F108_Panhard_EBR_105.png		False	36	EBR 105	France	190	240	75	14040	720	12	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1300	850	850	43.11377245508982	19009	10	34	0.05	66	0.09	0.09	340	16700
0.42	3	390	390	530	11	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R73_KV4.png	122	HT	1950	1950	2650	32	8	18	1800	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R73_KV4.png		False	50	KV-4	USSR	217	270	61	19500	1330	12	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	975	820	780	12.527079212583592	11009	8	25	0.14	20	0.22	0.22	350	106170
0.42	3.1	390	390	530	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R188_Object_259A_CN.png	122	HT	1950	1950	2650	45	6	16	1600	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R188_Object_259A_CN.png		True	42	Udarniy	USSR	221	285	61	16380	900	12	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1100	820	790	13.904982618771726	64001	8	27	0.08	25	0.24	0.24	360	64725
0.46	3	390	390	530	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R115_IS-3_auto.png	122	HT	1950	1950	2650	40	5	19	1550	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R115_IS-3_auto.png	3	True	28	IS-3A	USSR	221	270	61	10920	520	12	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1400	820	790	10.672139558748077	60417	8	26	0.16	22	0.26	0.26	350	48725
0.35	2.5	390	480	480	17	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB141_GSOR_the_TANK.png	105	MT	1950	2400	2400	40	11	10	1700	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB141_GSOR_the_TANK.png		True	50	รถถัง GSOR	UK	268	210	105	19500	750	12	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	HIGH_EXPLOSIVE	1478	1173	1173	17.162471395881006	21585	9	36	0.2	30	0.2	0.2	390	43700
0.36	2.7	300	300	400	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F08_AMX_50_100.png	100	HT	1945.945945945946	1945.945945945946	2594.5945945945946	55	9	13	1600	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F08_AMX_50_100.png	2.5	False	60	AMX 50 100	France	232	263	50	18000	920	43	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1000	1250	1000	18.537175095708243	3137	8	52	0.12	32	0.22	0.22	380	49630
0.38	2.2	240	240	320	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A63_M46_Patton_KR.png	90	MT	1945.9459459459456	1945.9459459459456	2594.594594594594	48.3	10	20	1450	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A63_M46_Patton_KR.png		True	70	M46 KR	USA	192	243	45	16800	810	7.4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	853	1021	823	18.524871355060036	57121	8	38	0.08	38	0.12	0.12	390	43725
0.42	2.5	480	480	600	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/italy-It35_Felice.png	127	MT	1945.9459459459456	1945.9459459459456	2432.432432432432	45	8	20	1600	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It35_Felice.png		True	40	Felice	Italy	256	310	63	19200	900	14.8	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1215	850	850	15.075376884422111	6049	9	40	0.04	33	0.24	0.24	380	59700
0.4	2.4	240	240	320	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/italy-It09_P43_ter.png	90	MT	1945.9459459459456	1945.9459459459456	2594.594594594594	55	7	20	1200	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It09_P43_ter.png		False	48	P.43 ter	Italy	165	195	45	11520	700	7.4	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	758	800	710	19.58041958041958	1953	7	44	0.12	42	0.18	0.18	380	35750
0.42	3	460	460	640	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz14_Skoda_T-56_WT24_3Dst.png	130	HT	1936.8024564994882	1936.8024564994882	2694.6816786079835	35	8	15	1500	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz14_Skoda_T-56_WT24_3Dst.png	3.500583430571762	True	30	Projekt ION	Czech	208	248	68	13800	650	25	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	1020	1020	863	13.61969617600838	7025	8	26	0.12	26	0.2	0.2	370	47725
0.42	3	460	460	640	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz14_Skoda_T-56.png	130	HT	1936.8024564994882	1936.8024564994882	2694.6816786079835	35	8	15	1500	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz14_Skoda_T-56.png	3.500583430571762	True	30	Škoda T 56	Czech	208	248	68	13800	650	25	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	1020	1020	863	13.61969617600838	51057	8	26	0.12	26	0.2	0.2	370	47725
0.36	2.3	300	300	380	12	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G41_DickerMax.png	105	TD	1935.4838709677417	1935.4838709677417	2451.6129032258063	40	15	10	620	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G41_DickerMax.png		True	26	Dicker Max	Germany	169	227	53	7800	272	9.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	805	1006	805	10.985460420032311	57105	6	35	0.16	26	0.22	0.22	400	24760
0.37	1.8	90	90	125	30	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB124_AEC_Armoured_Car.png	57	MT	1928.5714285714287	1928.5714285714287	2678.571428571429	60	10	20	650	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB124_AEC_Armoured_Car.png		False	80	AEC	UK	121	180	30	7200	290	2.8	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	850	1115	800	21.09090909090909	20049	5	30	0.08	46	0.16	0.16	350	13750
0.34	2	135	135	175	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G96_VK3002M.png	75	MT	1928.5714285714284	1928.5714285714284	2500	55	8	18	1100	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G96_VK3002M.png		False	95	VK 30.02 M	Germany	150	194	38	12825	760	4.2	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	925	1156	925	18.181818181818183	15889	6	38	0.1	30	0.2	0.2	370	41800
0.35	2.3	135	135	175	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F113_Bretagne_Panther.png	75	MT	1928.5714285714284	1928.5714285714284	2500	55	8	18	940	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F113_Bretagne_Panther.png		True	79	Bret. Panther	France	150	194	38	10665	700	4.2	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	925	1156	925	15.478164731896076	60737	6	30	0.12	30	0.2	0.2	370	45225
0.35	2.3	135	135	175	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G87_VK3002DB_V1.png	75	MT	1928.5714285714284	1928.5714285714284	2500	60	8	20	860	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G87_VK3002DB_V1.png		False	95	VK 30.01 D	Germany	150	194	38	12825	700	4.2	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	925	1156	925	21.308980213089804	14097	6	40	0.16	45	0.23	0.23	370	32850
0.35	2.3	135	135	175	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl03_PzV_Poland.png	75	MT	1928.5714285714284	1928.5714285714284	2500	55	8	18	940	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl03_PzV_Poland.png		True	81	Pudel	Poland	150	194	38	10935	700	4.2	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	925	1156	925	15.92356687898089	145	6	30	0.12	30	0.2	0.2	370	43960
0.32	2.3	135	135	175	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G77_PzIV_Schmalturm.png	75	MT	1928.5714285714284	1928.5714285714284	2500	48	8	20	820	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G77_PzIV_Schmalturm.png		True	60	Pz. IV S.	Germany	150	194	38	8100	300	4.2	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	925	1156	925	10.130001688333614	57361	6	36	0.11	24	0.15	0.15	370	29615
0.36	2	240	240	320	21	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A81_T95_E2.png	90	MT	1920	1920	2560	56	9	19	1500	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A81_T95_E2.png		True	64	T95E2	USA	190	250	45	15360	560	7.5	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	914	1219	732	15.280923404371435	53793	8	36	0.12	44	0.14	0.14	400	36647
0.43	2	320	320	420	30	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A140_ASTRON_REX_105mm_SPD.png	105	MT	1920	1920	2520	52	10	15	1300	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A140_ASTRON_REX_105mm_SPD.png	4	True	30	Alembic	USA	190	250	53	9600	450	34	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	945	1181	945	14.646053702196909	53025	8	60	0.1	44	0.18	0.13	390	30725
0.37	2.4	320	320	420	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch46_113_140.png	100	HT	1920	1920	2520	50	4	17	1550	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch46_113_140.png		True	60	WZ-113-II	China	215	265	50	19200	660	10	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	950	1188	950	16.462137084705176	60721	8	33	0.12	35	0.18	0.18	380	40092
0.35	1.9	240	240	320	23	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J18_STA_2_3.png	90	MT	1920	1920	2560	55	10	13	1420	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J18_STA_2_3.png		True	50	STA-2	Japan	212	275	45	12000	650	7.5	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1147	988	988	19.27353595255745	52065	8	44	0.1	44	0.16	0.16	400	33725
0.38	2.3	240	240	295	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J30_Edelweiss.png	88	MT	1920	1920	2360	60	8	15	1400	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J30_Edelweiss.png		True	60	Edelweiss	Japan	195	245	44	14400	800	7.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	850	1050	850	25.2167060677699	52833	8	42	0.12	38	0.14	0.14	390	31725
0.4	2.3	320	320	420	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A102_T28_concept.png	105	TD	1920	1920	2520	29	4.4	15	880	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A102_T28_concept.png		True	60	T28 HTC	USA	181	224	53	19200	960	10	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	872	1075	901	13.768375761921837	56609	7	18	0.18	18	0.21	0.21	370	69725
0.32	2.1	240	240	295	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G76_Pz_Sfl_IVc.png	88	TD	1920	1920	2360	60	5	90	460	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G76_Pz_Sfl_IVc.png		False	60	Pz.Sfl. IVc	Germany	194	237	44	14400	400	7.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1000	1250	1000	15.527950310559007	16145	5	48	0.14	26	0.24	0.24	340	25760
0.43	2	320	320	420	30	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A140_ASTRON_REX_105mm.png	105	MT	1920	1920	2520	52	10	15	1300	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A140_ASTRON_REX_105mm.png	4	True	30	ASTRON Rex	USA	190	250	53	9600	450	34	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	945	1181	945	14.646053702196909	35105	8	60	0.1	44	0.18	0.13	390	30725
0.38	2.5	240	240	320	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A90_T69.png	90	MT	1920	1920	2560	51.5	9	14	1500	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A90_T69.png	2	False	40	T69	USA	212	280	45	9600	600	24	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	914	1143	914	17.514157277132348	14625	8	53	0.16	38	0.2	0.2	400	34258
0.36	2.2	240	240	320	15	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB87_Chieftain_T95_turret.png	90	MT	1920	1920	2560	42	10	20	1400	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB87_Chieftain_T95_turret.png		True	80	Chieftain/T95	UK	202	238	45	19200	850	7.5	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1143	1570	1143	17.10261569416499	15441	8	40	0.1	36	0.14	0.14	400	49700
0.38	2.1	115	115	185	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A118_M4_Thunderbolt.png	76	MT	1916.6666666666667	1916.6666666666667	3083.3333333333335	42	10	25	840	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A118_M4_Thunderbolt.png		True	71	Thunderbolt	USA	128	177	38	8165	500	3.6	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	792	990	792	13.605442176870747	59681	6	38	0.1	38	0.19	0.19	370	36750
0.43	2	115	115	185	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A09_T1_hvy.png	76	HT	1916.6666666666667	1916.6666666666667	3083.3333333333335	35	10	30	910	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A09_T1_hvy.png		False	90	T1	USA	128	177	38	10350	900	3.6	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	792	990	792	15.419143723551885	3361	5	36	0.12	30	0.22	0.22	350	58369
0.33	1.8	150	150	200	30	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB126_FSV_Scheme_A.png	75	MT	1914.8936170212767	1914.8936170212767	2553.191489361702	60	5	15	1100	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB126_FSV_Scheme_A.png		False	50	FSV Sch. A	UK	185	220	38	7500	220	4.7	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	930	1160	850	25.214899713467048	20561	7	30	0.06	48	0.12	0.12	370	8725
0.38	2.1	150	150	190	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB19_Sherman_Firefly.png	76.2	MT	1914.8936170212767	1914.8936170212767	2425.531914893617	36	6	20	840	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB19_Sherman_Firefly.png		False	77	Firefly	UK	171	239	38	11550	460	4.7	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	884	1105	884	13.928420032701508	3665	6	40	0.12	42	0.21	0.21	370	33026
0.36	2.3	150	150	190	32	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/uk-GB44_Archer.png	76.2	TD	1914.8936170212767	1914.8936170212767	2425.531914893617	12	7.5	15	470	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB44_Archer.png		False	47	Archer	UK	171	239	38	7050	192	4.7	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	884	1105	884	11.994752295870557	13393	5	46	0.1	32	0.24	0.24	360	16007
0.36	2.3	220	220	270	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G15_VK3601H.png	88	HT	1913.0434782608695	1913.0434782608695	2347.8260869565215	50.5	8	15	1250	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G15_VK3601H.png		False	64	VK 36.01 H	Germany	145	194	44	14080	550	6.9	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	773	966	773	13.173652694610778	2321	6	33	0.12	24	0.22	0.22	370	41750
0.37	2.3	220	220	270	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz01_Skoda_T40.png	88	MT	1913.0434782608695	1913.0434782608695	2347.8260869565215	50	6	20	780	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz01_Skoda_T40.png		True	80	Škoda T 40	Czech	145	200	44	17600	700	6.9	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	773	600	800	17.632241813602015	51569	6	38	0.16	32	0.24	0.24	370	39700
0.4	2.5	360	360	440	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A141_M_IV_Y.png	105	HT	1911.504424778761	1911.504424778761	2336.2831858407076	45	10	20	1500	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A141_M_IV_Y.png		True	45	M-IV-Y	USA	220	250	53	16200	850	11.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1000	1200	800	18.201284796573876	43553	8	35	0.1	35	0.2	0.2	380	46700
0.38	2.5	360	360	440	18	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G143_E75_TS.png	105	HT	1911.504424778761	1911.504424778761	2336.2831858407076	45	8	15	1500	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G143_E75_TS.png		True	42	E 75 TS	Germany	227	282	60	15120	1280	11.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	1100	1375	1100	16.060225846925974	46865	8	26	0.1	22	0.22	0.18	390	79700
0.38	1.2	175	175	260	60	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F106_Panhard_EBR_75_Mle1954.png	75	LT	1909.090909090909	1909.090909090909	2836.363636363636	60	8	12	950	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F106_Panhard_EBR_75_Mle1954.png	1.5	True	56	EBR 75 FL 10	France	180	220	75	9800	525	9.5	ARMOR_PIERCING_CR	HOLLOW_CHARGE	HIGH_EXPLOSIVE	1300	850	850	35.65365025466893	43585	8	34	0.04	66	0.08	0.08	310	14725
0.36	2.1	70	70	90	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/germany-G10_PzIII_AusfJ.png	50	MT	1909.0909090909088	1909.0909090909088	2454.5454545454545	64	10	20	570	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G10_PzIII_AusfJ.png		False	140	Pz. III J	Germany	96	130	25	9800	510	2.2	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	835	1044	835	26.073619631901842	4369	4	64	0.12	44	0.2	0.2	340	19560
0.38	2.3	280	280	370	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A127_TL_1_LPC.png	90	MT	1909.0909090909088	1909.0909090909088	2522.7272727272725	50	9	19	1400	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A127_TL_1_LPC.png		True	64	TL-1 LPC	USA	208	280	45	17920	665	8.8	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	914	1219	732	18.14609654269108	62241	8	46	0.1	38	0.14	0.14	400	36647
0.42	2.9	530	530	640	20	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch52_WZ_122_6_F3.png	130	HT	1907.9999999999998	1907.9999999999998	2304	35	8	20	2100	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch52_WZ_122_6_F3.png	5	True	42	116-F3	China	266	325	65	22260	840	40	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	950	1350	930	14.558058925476603	59441	10	23	0.15	26	0.25	0.25	400	57700
0.69	5	445			14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/france-F22_AMX_105AM.png	105	SPG	1907.142857142857			60	4	45	290	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F22_AMX_105AM.png		False	50	AMX 13 AM	France	30			22250	280	14	HIGH_EXPLOSIVE			435			17.467248908296945	4161	5	30	0.4	22	0.34	0.34	265	16030
0.38	2.7	460	460	640	10	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/japan-J27_O_I_120.png	127	HT	1903.448275862069	1903.448275862069	2648.2758620689656	25	10	20	1850	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J27_O_I_120.png		False	80	O-Ho	Japan	230	258	64	36800	1300	14.5	ARMOR_PIERCING	ARMOR_PIERCING	HIGH_EXPLOSIVE	910	910	910	10.598142879270847	4961	8	22	0.12	20	0.2	0.2	380	122663
0.46	3.4	390	390	530	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/china-Ch10_IS2.png	122	HT	1902.439024390244	1902.439024390244	2585.3658536585367	37	5	20	1350	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch10_IS2.png		False	28	IS-2	China	175	250	61	10920	640	12.3	ARMOR_PIERCING	HOLLOW_CHARGE	HIGH_EXPLOSIVE	800	640	800	13.984485960887142	3633	7	44	0.16	28	0.23	0.23	350	45765
0.45	3.3	390	390	530	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R156_IS_2M.png	122	HT	1902.439024390244	1902.439024390244	2585.3658536585367	34	6	25	1300	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R156_IS_2M.png		True	35	IS-2M	USSR	175	217	61	13650	600	12.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	780	975	780	12.441679626749611	46593	7	36	0.16	28	0.23	0.23	350	48225
0.46	3.4	390	390	530	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R71_IS_2B.png	122	HT	1902.439024390244	1902.439024390244	2585.3658536585367	34	6	25	1280	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R71_IS_2B.png		True	28	IS-2	USSR	175	217	61	10920	600	12.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	780	975	780	13.04631441617743	59137	7	38	0.16	28	0.23	0.23	350	45990
0.44	3.1	390	390	530	11	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R39_KV-3.png	122	HT	1902.439024390244	1902.439024390244	2585.3658536585367	32	7	24	1450	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R39_KV-3.png		False	38	KV-3	USSR	175	217	61	14820	820	12.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	780	975	780	12.073027090694936	5889	7	25	0.16	22	0.23	0.23	340	67920
0.46	3.4	390	390	530	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R175_IS_2_screen.png	122	HT	1902.439024390244	1902.439024390244	2585.3658536585367	30	6	25	1230	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R175_IS_2_screen.png		True	28	IS-2S	USSR	175	217	61	10920	600	12.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	780	975	780	12.989824637367395	31233	7	32	0.12	25	0.2	0.2	340	46190
0.46	3.4	390	390	530	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/ussr-R01_IS.png	122	HT	1902.439024390244	1902.439024390244	2585.3658536585367	34	6	25	1350	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R01_IS.png		False	28	IS	USSR	175	217	61	10920	750	12.3	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	780	975	780	16.32208922742111	513	7	42	0.16	28	0.21	0.21	350	45950
0.36	1.9	320	320	420	14	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/usa-A115_Chrysler_K_GF.png	105	HT	1900.9900990099009	1900.9900990099009	2495.0495049504952	35	6	15	1500	http://api.worldoftanks.asia/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A115_Chrysler_K_GF.png		True	100	Chrysler GF	USA	198	260	53	32000	1200	10.1	ARMOR_PIERCING	ARMOR_PIERCING_CR	HIGH_EXPLOSIVE	945	1181	945	20.100502512562816	58657	8	32	0.1	24	0.2	0.2	380	59700
